titolo_corretto,numero,anno,link,titolo_originale,numero_e_anno_da_webpage
La rivista cinematografica,02,1928,http://www.rivistecinema.it/catalogs/C5-102124,"Rivista cinematografica, La",N. 02 del 1928
La rivista cinematografica,03,1928,http://www.rivistecinema.it/catalogs/C5-102125,"Rivista cinematografica, La",N. 03 del 1928
La rivista cinematografica,04,1928,http://www.rivistecinema.it/catalogs/C5-102126,"Rivista cinematografica, La",N. 04 del 1928
La rivista cinematografica,05,1928,http://www.rivistecinema.it/catalogs/C5-102127,"Rivista cinematografica, La",N. 05 del 1928
La rivista cinematografica,06,1928,http://www.rivistecinema.it/catalogs/C5-102128,"Rivista cinematografica, La",N. 06 del 1928
La rivista cinematografica,07,1928,http://www.rivistecinema.it/catalogs/C5-102129,"Rivista cinematografica, La",N. 07 del 1928
La rivista cinematografica,08,1928,http://www.rivistecinema.it/catalogs/C5-102130,"Rivista cinematografica, La",N. 08 del 1928
La rivista cinematografica,09,1928,http://www.rivistecinema.it/catalogs/C5-102131,"Rivista cinematografica, La",N. 09 del 1928
La rivista cinematografica,10,1928,http://www.rivistecinema.it/catalogs/C5-102132,"Rivista cinematografica, La",N. 10 del 1928
La rivista cinematografica,11,1928,http://www.rivistecinema.it/catalogs/C5-102133,"Rivista cinematografica, La",N. 11 del 1928
La rivista cinematografica,12,1928,http://www.rivistecinema.it/catalogs/C5-102134,"Rivista cinematografica, La",N. 12 del 1928
La rivista cinematografica,13,1928,http://www.rivistecinema.it/catalogs/C5-102135,"Rivista cinematografica, La",N. 13 del 1928
La rivista cinematografica,14,1928,http://www.rivistecinema.it/catalogs/C5-102136,"Rivista cinematografica, La",N. 14 del 1928
La rivista cinematografica,15,1928,http://www.rivistecinema.it/catalogs/C5-102137,"Rivista cinematografica, La",N. 15 del 1928
La rivista cinematografica,16,1928,http://www.rivistecinema.it/catalogs/C5-102138,"Rivista cinematografica, La",N. 16 del 1928
La rivista cinematografica,17,1928,http://www.rivistecinema.it/catalogs/C5-102139,"Rivista cinematografica, La",N. 17 del 1928
La rivista cinematografica,18,1928,http://www.rivistecinema.it/catalogs/C5-102140,"Rivista cinematografica, La",N. 18 del 1928
La rivista cinematografica,19,1928,http://www.rivistecinema.it/catalogs/C5-102141,"Rivista cinematografica, La",N. 19 del 1928
La rivista cinematografica,20,1928,http://www.rivistecinema.it/catalogs/C5-102142,"Rivista cinematografica, La",N. 20 del 1928
La rivista cinematografica,21,1928,http://www.rivistecinema.it/catalogs/C5-102143,"Rivista cinematografica, La",N. 21 del 1928
La rivista cinematografica,22,1928,http://www.rivistecinema.it/catalogs/C5-102144,"Rivista cinematografica, La",N. 22 del 1928
La rivista cinematografica,23,1928,http://www.rivistecinema.it/catalogs/C5-102145,"Rivista cinematografica, La",N. 23 del 1928
La rivista cinematografica,01,1929,http://www.rivistecinema.it/catalogs/C5-102146,"Rivista cinematografica, La",N. 01 del 1929
La rivista cinematografica,02,1929,http://www.rivistecinema.it/catalogs/C5-102147,"Rivista cinematografica, La",N. 02 del 1929
La rivista cinematografica,03,1929,http://www.rivistecinema.it/catalogs/C5-102148,"Rivista cinematografica, La",N. 03 del 1929
La rivista cinematografica,04,1929,http://www.rivistecinema.it/catalogs/C5-102149,"Rivista cinematografica, La",N. 04 del 1929
La rivista cinematografica,05,1929,http://www.rivistecinema.it/catalogs/C5-102150,"Rivista cinematografica, La",N. 05 del 1929
La rivista cinematografica,06,1929,http://www.rivistecinema.it/catalogs/C5-102151,"Rivista cinematografica, La",N. 06 del 1929
La rivista cinematografica,07,1929,http://www.rivistecinema.it/catalogs/C5-102152,"Rivista cinematografica, La",N. 07 del 1929
La rivista cinematografica,08,1929,http://www.rivistecinema.it/catalogs/C5-102153,"Rivista cinematografica, La",N. 08 del 1929
La rivista cinematografica,09,1929,http://www.rivistecinema.it/catalogs/C5-102154,"Rivista cinematografica, La",N. 09 del 1929
La rivista cinematografica,10,1929,http://www.rivistecinema.it/catalogs/C5-102155,"Rivista cinematografica, La",N. 10 del 1929
La rivista cinematografica,11,1929,http://www.rivistecinema.it/catalogs/C5-102156,"Rivista cinematografica, La",N. 11 del 1929
La rivista cinematografica,12,1929,http://www.rivistecinema.it/catalogs/C5-102157,"Rivista cinematografica, La",N. 12 del 1929
La rivista cinematografica,13,1929,http://www.rivistecinema.it/catalogs/C5-102158,"Rivista cinematografica, La",N. 13 del 1929
La rivista cinematografica,14,1929,http://www.rivistecinema.it/catalogs/C5-102159,"Rivista cinematografica, La",N. 14 del 1929
La rivista cinematografica,15,1929,http://www.rivistecinema.it/catalogs/C5-102160,"Rivista cinematografica, La",N. 15 del 1929
La rivista cinematografica,17,1929,http://www.rivistecinema.it/catalogs/C5-102161,"Rivista cinematografica, La",N. 17 del 1929
La rivista cinematografica,18,1929,http://www.rivistecinema.it/catalogs/C5-102162,"Rivista cinematografica, La",N. 18 del 1929
La rivista cinematografica,19,1929,http://www.rivistecinema.it/catalogs/C5-102163,"Rivista cinematografica, La",N. 19 del 1929
La rivista cinematografica,20,1929,http://www.rivistecinema.it/catalogs/C5-102164,"Rivista cinematografica, La",N. 20 del 1929
La rivista cinematografica,21,1929,http://www.rivistecinema.it/catalogs/C5-102165,"Rivista cinematografica, La",N. 21 del 1929
La rivista cinematografica,22,1929,http://www.rivistecinema.it/catalogs/C5-102166,"Rivista cinematografica, La",N. 22 del 1929
La rivista cinematografica,23,1929,http://www.rivistecinema.it/catalogs/C5-102167,"Rivista cinematografica, La",N. 23 del 1929
La rivista cinematografica,01,1930,http://www.rivistecinema.it/catalogs/C5-102168,"Rivista cinematografica, La",N. 01 del 1930
La rivista cinematografica,02,1930,http://www.rivistecinema.it/catalogs/C5-102169,"Rivista cinematografica, La",N. 02 del 1930
La rivista cinematografica,03,1930,http://www.rivistecinema.it/catalogs/C5-102170,"Rivista cinematografica, La",N. 03 del 1930
La rivista cinematografica,04,1930,http://www.rivistecinema.it/catalogs/C5-102171,"Rivista cinematografica, La",N. 04 del 1930
La rivista cinematografica,05,1930,http://www.rivistecinema.it/catalogs/C5-102172,"Rivista cinematografica, La",N. 05 del 1930
La rivista cinematografica,06,1930,http://www.rivistecinema.it/catalogs/C5-102173,"Rivista cinematografica, La",N. 06 del 1930
La rivista cinematografica,07,1930,http://www.rivistecinema.it/catalogs/C5-102174,"Rivista cinematografica, La",N. 07 del 1930
La rivista cinematografica,08,1930,http://www.rivistecinema.it/catalogs/C5-102175,"Rivista cinematografica, La",N. 08 del 1930
La rivista cinematografica,09,1930,http://www.rivistecinema.it/catalogs/C5-102176,"Rivista cinematografica, La",N. 09 del 1930
La rivista cinematografica,10,1930,http://www.rivistecinema.it/catalogs/C5-102177,"Rivista cinematografica, La",N. 10 del 1930
La rivista cinematografica,11,1930,http://www.rivistecinema.it/catalogs/C5-102178,"Rivista cinematografica, La",N. 11 del 1930
La rivista cinematografica,12,1930,http://www.rivistecinema.it/catalogs/C5-102179,"Rivista cinematografica, La",N. 12 del 1930
La rivista cinematografica,13,1930,http://www.rivistecinema.it/catalogs/C5-102180,"Rivista cinematografica, La",N. 13 del 1930
La rivista cinematografica,15,1930,http://www.rivistecinema.it/catalogs/C5-102181,"Rivista cinematografica, La",N. 15 del 1930
La rivista cinematografica,16,1930,http://www.rivistecinema.it/catalogs/C5-102182,"Rivista cinematografica, La",N. 16 del 1930
La rivista cinematografica,17,1930,http://www.rivistecinema.it/catalogs/C5-102183,"Rivista cinematografica, La",N. 17 del 1930
La rivista cinematografica,18,1930,http://www.rivistecinema.it/catalogs/C5-102184,"Rivista cinematografica, La",N. 18 del 1930
La rivista cinematografica,19,1930,http://www.rivistecinema.it/catalogs/C5-102185,"Rivista cinematografica, La",N. 19 del 1930
La rivista cinematografica,20,1930,http://www.rivistecinema.it/catalogs/C5-102186,"Rivista cinematografica, La",N. 20 del 1930
La rivista cinematografica,21,1930,http://www.rivistecinema.it/catalogs/C5-102187,"Rivista cinematografica, La",N. 21 del 1930
La rivista cinematografica,22,1930,http://www.rivistecinema.it/catalogs/C5-102188,"Rivista cinematografica, La",N. 22 del 1930
La rivista cinematografica,23,1930,http://www.rivistecinema.it/catalogs/C5-102189,"Rivista cinematografica, La",N. 23 del 1930
La settima arte,08,1924,http://www.rivistecinema.it/catalogs/C5-102245,"Settima arte, La",N. 08 del 1924
La settima arte,09,1924,http://www.rivistecinema.it/catalogs/C5-102246,"Settima arte, La",N. 09 del 1924
La settima arte,11,1924,http://www.rivistecinema.it/catalogs/C5-102247,"Settima arte, La",N. 11 del 1924
La settima arte,03,1925,http://www.rivistecinema.it/catalogs/C5-102265,"Settima arte, La",N. 3 del 1925
La settima arte,12,1925,http://www.rivistecinema.it/catalogs/C5-102248,"Settima arte, La",N. 12 del 1925
La settima arte,05-06,1925,http://www.rivistecinema.it/catalogs/C5-102431,"Settima arte, La",N. 05-06 del 1925
La settima arte,08,1926,http://www.rivistecinema.it/catalogs/C5-102250,"Settima arte, La",N. 08 del 1926
La settima arte,10,1926,http://www.rivistecinema.it/catalogs/C5-102251,"Settima arte, La",N. 10 del 1926
La settima arte,(aprile),1926,http://www.rivistecinema.it/catalogs/C5-102249,"Settima arte, La",1926
La settima arte,01,1927,http://www.rivistecinema.it/catalogs/C5-102256,"Settima arte, La",N. 01 del 1927
La settima arte,07,1928,http://www.rivistecinema.it/catalogs/C5-102253,"Settima arte, La",N. 07 del 1928
La settima arte,11,1928,http://www.rivistecinema.it/catalogs/C5-102255,"Settima arte, La",N. 11 del 1928
La settima arte,03,1929,http://www.rivistecinema.it/catalogs/C5-102252,"Settima arte, La",N. 03 del 1929
La settima arte,10,1929,http://www.rivistecinema.it/catalogs/C5-102254,"Settima arte, La",N. 10 del 1929
La settima arte,08,1930,http://www.rivistecinema.it/catalogs/C5-102257,"Settima arte, La",N. 08 del 1930
La settima arte,11,1930,http://www.rivistecinema.it/catalogs/C5-102258,"Settima arte, La",N. 11 del 1930
La settima arte,12,1930,http://www.rivistecinema.it/catalogs/C5-102259,"Settima arte, La",N. 12 del 1930
La settima arte,01,1931,http://www.rivistecinema.it/catalogs/C5-102260,"Settima arte, La",N. 01 del 1931
La settima arte,06,1931,http://www.rivistecinema.it/catalogs/C5-102261,"Settima arte, La",N. 06 del 1931
La settima arte,07,1931,http://www.rivistecinema.it/catalogs/C5-102262,"Settima arte, La",N. 07 del 1931
La settima arte,08,1931,http://www.rivistecinema.it/catalogs/C5-102263,"Settima arte, La",N. 08 del 1931
La settima arte,09,1931,http://www.rivistecinema.it/catalogs/C5-102264,"Settima arte, La",N. 09 del 1931
La settima arte,supplemento speciale,non conosciuto (c. 1926),http://www.rivistecinema.it/catalogs/C5-102244,"Settima arte, La",
La tecnica cinematografica,02,1914,http://www.rivistecinema.it/catalogs/C5-102279,"Tecnica cinematografica, La",N. 02 del 1914
La vita cinematografica,08,1911,http://www.rivistecinema.it/catalogs/C5-102288,"Vita cinematografica, La",N. 08 del 1911
La vita cinematografica,09,1911,http://www.rivistecinema.it/catalogs/C5-102289,"Vita cinematografica, La",N. 09 del 1911
La vita cinematografica,10,1911,http://www.rivistecinema.it/catalogs/C5-102290,"Vita cinematografica, La",N. 10 del 1911
La vita cinematografica,12,1911,http://www.rivistecinema.it/catalogs/C5-102291,"Vita cinematografica, La",N. 12 del 1911
La vita cinematografica,13,1911,http://www.rivistecinema.it/catalogs/C5-102292,"Vita cinematografica, La",N. 13 del 1911
La vita cinematografica,15,1911,http://www.rivistecinema.it/catalogs/C5-102293,"Vita cinematografica, La",N. 15 del 1911
La vita cinematografica,16,1911,http://www.rivistecinema.it/catalogs/C5-102294,"Vita cinematografica, La",N. 16 del 1911
La vita cinematografica,17,1911,http://www.rivistecinema.it/catalogs/C5-102295,"Vita cinematografica, La",N. 17 del 1911
La vita cinematografica,18,1911,http://www.rivistecinema.it/catalogs/C5-102296,"Vita cinematografica, La",N. 18 del 1911
La vita cinematografica,19,1911,http://www.rivistecinema.it/catalogs/C5-102297,"Vita cinematografica, La",N. 19 del 1911
La vita cinematografica,20,1911,http://www.rivistecinema.it/catalogs/C5-102298,"Vita cinematografica, La",N. 20 del 1911
La vita cinematografica,22,1911,http://www.rivistecinema.it/catalogs/C5-102299,"Vita cinematografica, La",N. 22 del 1911
La vita cinematografica,23,1911,http://www.rivistecinema.it/catalogs/C5-102300,"Vita cinematografica, La",N. 23 del 1911
La vita cinematografica,01,1912,http://www.rivistecinema.it/catalogs/C5-102301,"Vita cinematografica, La",N. 01 del 1912
La vita cinematografica,02,1912,http://www.rivistecinema.it/catalogs/C5-102302,"Vita cinematografica, La",N. 02 del 1912
La vita cinematografica,03,1912,http://www.rivistecinema.it/catalogs/C5-102303,"Vita cinematografica, La",N. 03 del 1912
La vita cinematografica,04,1912,http://www.rivistecinema.it/catalogs/C5-102304,"Vita cinematografica, La",N. 04 del 1912
La vita cinematografica,05,1912,http://www.rivistecinema.it/catalogs/C5-102305,"Vita cinematografica, La",N. 05 del 1912
La vita cinematografica,06,1912,http://www.rivistecinema.it/catalogs/C5-102306,"Vita cinematografica, La",N. 06 del 1912
La vita cinematografica,07,1912,http://www.rivistecinema.it/catalogs/C5-102307,"Vita cinematografica, La",N. 07 del 1912
La vita cinematografica,08,1912,http://www.rivistecinema.it/catalogs/C5-102308,"Vita cinematografica, La",N. 08 del 1912
La vita cinematografica,09,1912,http://www.rivistecinema.it/catalogs/C5-102309,"Vita cinematografica, La",N. 09 del 1912
La vita cinematografica,10,1912,http://www.rivistecinema.it/catalogs/C5-102310,"Vita cinematografica, La",N. 10 del 1912
La vita cinematografica,11,1912,http://www.rivistecinema.it/catalogs/C5-102311,"Vita cinematografica, La",N. 11 del 1912
La vita cinematografica,12,1912,http://www.rivistecinema.it/catalogs/C5-102312,"Vita cinematografica, La",N. 12 del 1912
La vita cinematografica,13,1912,http://www.rivistecinema.it/catalogs/C5-102313,"Vita cinematografica, La",N. 13 del 1912
La vita cinematografica,14,1912,http://www.rivistecinema.it/catalogs/C5-102314,"Vita cinematografica, La",N. 14 del 1912
La vita cinematografica,16,1912,http://www.rivistecinema.it/catalogs/C5-102315,"Vita cinematografica, La",N. 16 del 1912
La vita cinematografica,22,1912,http://www.rivistecinema.it/catalogs/C5-102316,"Vita cinematografica, La",N. 22 del 1912
La vita cinematografica,24,1912,http://www.rivistecinema.it/catalogs/C5-102317,"Vita cinematografica, La",N. 24 del 1912
La vita cinematografica,01,1913,http://www.rivistecinema.it/catalogs/C5-102318,"Vita cinematografica, La",N. 01 del 1913
La vita cinematografica,03,1913,http://www.rivistecinema.it/catalogs/C5-102319,"Vita cinematografica, La",N. 03 del 1913
La vita cinematografica,04,1913,http://www.rivistecinema.it/catalogs/C5-102320,"Vita cinematografica, La",N. 04 del 1913
La vita cinematografica,08,1913,http://www.rivistecinema.it/catalogs/C5-102321,"Vita cinematografica, La",N. 08 del 1913
La vita cinematografica,10,1913,http://www.rivistecinema.it/catalogs/C5-102322,"Vita cinematografica, La",N. 10 del 1913
La vita cinematografica,11,1913,http://www.rivistecinema.it/catalogs/C5-102323,"Vita cinematografica, La",N. 11 del 1913
La vita cinematografica,17,1913,http://www.rivistecinema.it/catalogs/C5-102324,"Vita cinematografica, La",N. 17 del 1913
La vita cinematografica,18,1913,http://www.rivistecinema.it/catalogs/C5-102325,"Vita cinematografica, La",N. 18 del 1913
La vita cinematografica,23,1913,http://www.rivistecinema.it/catalogs/C5-102326,"Vita cinematografica, La",N. 23 del 1913
La vita cinematografica,07,1914,http://www.rivistecinema.it/catalogs/C5-102328,"Vita cinematografica, La",N. 07 del 1914
La vita cinematografica,09,1914,http://www.rivistecinema.it/catalogs/C5-102329,"Vita cinematografica, La",N. 09 del 1914
La vita cinematografica,11,1914,http://www.rivistecinema.it/catalogs/C5-102330,"Vita cinematografica, La",N. 11 del 1914
La vita cinematografica,12,1914,http://www.rivistecinema.it/catalogs/C5-102331,"Vita cinematografica, La",N. 12 del 1914
La vita cinematografica,13,1914,http://www.rivistecinema.it/catalogs/C5-102332,"Vita cinematografica, La",N. 13 del 1914
La vita cinematografica,14,1914,http://www.rivistecinema.it/catalogs/C5-102333,"Vita cinematografica, La",N. 14 del 1914
